Classification,Year,Period,Period Desc.,Aggregate Level,Is Leaf Code,Trade Flow Code,Trade Flow,Reporter Code,Reporter,Reporter ISO,Partner Code,Partner,Partner ISO,2nd Partner Code,2nd Partner,2nd Partner ISO,Customs Proc. Code,Customs,Mode of Transport Code,Mode of Transport,Commodity Code,Commodity,Qty Unit Code,Qty Unit,Qty,Alt Qty Unit Code,Alt Qty Unit,Alt Qty,Netweight (kg),Gross weight (kg),Trade Value (US$),CIF Trade Value (US$),FOB Trade Value (US$),Flag
H3,2010,2010,2010,4,0,1,Import,8,Albania,ALB,0,World,WLD,,,,,,,,3915,"Waste, parings and scrap, of plastics.",8,Weight in kilograms,,,4306042,,4306042,,1837633,,,0
H3,2010,2010,2010,4,0,2,Export,8,Albania,ALB,0,World,WLD,,,,,,,,3915,"Waste, parings and scrap, of plastics.",8,Weight in kilograms,,,2386060,,2386060,,1426928,,,0
H3,2010,2010,2010,4,0,1,Import,12,Algeria,DZA,0,World,WLD,,,,,,,,3915,"Waste, parings and scrap, of plastics.",8,Weight in kilograms,,,1977164,,1977164,,1762885,,,0
H3,2010,2010,2010,4,0,2,Export,12,Algeria,DZA,0,World,WLD,,,,,,,,3915,"Waste, parings and scrap, of plastics.",8,Weight in kilograms,,,869647,,869647,,209434,,,0
H3,2010,2010,2010,4,0,1,Import,20,Andorra,AND,0,World,WLD,,,,,,,,3915,"Waste, parings and scrap, of plastics.",8,Weight in kilograms,,,106440,,106440,,9468,,,0
H3,2010,2010,2010,4,0,2,Export,20,Andorra,AND,0,World,WLD,,,,,,,,3915,"Waste, parings and scrap, of plastics.",8,Weight in kilograms,,,1949893,,1949893,,118056,,,0
H3,2010,2010,2010,4,0,1,Import,24,Angola,AGO,0,World,WLD,,,,,,,,3915,"Waste, parings and scrap, of plastics.",8,Weight in kilograms,,,168800,,168800,,196372,,,0
H3,2010,2010,2010,4,0,1,Import,31,Azerbaijan,AZE,0,World,WLD,,,,,,,,3915,"Waste, parings and scrap, of plastics.",8,Weight in kilograms,,,20380,,20380,,7126,,,0
H3,2010,2010,2010,4,0,2,Export,31,Azerbaijan,AZE,0,World,WLD,,,,,,,,3915,"Waste, parings and scrap, of plastics.",8,Weight in kilograms,,,257400,,257400,,17790,,,0
H3,2010,2010,2010,4,0,1,Import,32,Argentina,ARG,0,World,WLD,,,,,,,,3915,"Waste, parings and scrap, of plastics.",8,Weight in kilograms,,,803162,,803162,,995581,,,0
H3,2010,2010,2010,4,0,2,Export,32,Argentina,ARG,0,World,WLD,,,,,,,,3915,"Waste, parings and scrap, of plastics.",8,Weight in kilograms,,,37549837,,37549837,,26118234,,,0
H3,2010,2010,2010,4,0,1,Import,36,Australia,AUS,0,World,WLD,,,,,,,,3915,"Waste, parings and scrap, of plastics.",8,Weight in kilograms,,,4982852,,4982852,,3098558,,,0
H3,2010,2010,2010,4,0,2,Export,36,Australia,AUS,0,World,WLD,,,,,,,,3915,"Waste, parings and scrap, of plastics.",8,Weight in kilograms,,,156388292,,156388292,,60150487,,,0
H3,2010,2010,2010,4,0,1,Import,40,Austria,AUT,0,World,WLD,,,,,,,,3915,"Waste, parings and scrap, of plastics.",8,Weight in kilograms,,,146137298,,146137298,,42610439,,,6
H3,2010,2010,2010,4,0,2,Export,40,Austria,AUT,0,World,WLD,,,,,,,,3915,"Waste, parings and scrap, of plastics.",8,Weight in kilograms,,,100261509,,100261509,,40421295,,,6
H3,2010,2010,2010,4,0,1,Import,44,Bahamas,BHS,0,World,WLD,,,,,,,,3915,"Waste, parings and scrap, of plastics.",8,Weight in kilograms,,,3122439,,3122439,,21563542,,,0
H3,2010,2010,2010,4,0,1,Import,48,Bahrain,BHR,0,World,WLD,,,,,,,,3915,"Waste, parings and scrap, of plastics.",8,Weight in kilograms,,,461785,,461785,,390973,,,0
H3,2010,2010,2010,4,0,2,Export,48,Bahrain,BHR,0,World,WLD,,,,,,,,3915,"Waste, parings and scrap, of plastics.",8,Weight in kilograms,,,1741777,,1741777,,429141,,,0
H3,2010,2010,2010,4,0,3,Re-Export,48,Bahrain,BHR,0,World,WLD,,,,,,,,3915,"Waste, parings and scrap, of plastics.",8,Weight in kilograms,,,22847,,22847,,16769,,,0
H3,2010,2010,2010,4,0,1,Import,50,Bangladesh,BGD,0,World,WLD,,,,,,,,3915,"Waste, parings and scrap, of plastics.",8,Weight in kilograms,,,5563834,,5563834,,2202902,,,0
H3,2010,2010,2010,4,0,2,Export,50,Bangladesh,BGD,0,World,WLD,,,,,,,,3915,"Waste, parings and scrap, of plastics.",8,Weight in kilograms,,,32399286,,32399286,,22973407,,,0
H3,2010,2010,2010,4,0,1,Import,51,Armenia,ARM,0,World,WLD,,,,,,,,3915,"Waste, parings and scrap, of plastics.",8,Weight in kilograms,,,3190,,3190,,5423,,,0
H3,2010,2010,2010,4,0,2,Export,51,Armenia,ARM,0,World,WLD,,,,,,,,3915,"Waste, parings and scrap, of plastics.",8,Weight in kilograms,,,467437,,467437,,359734,,,0
H3,2010,2010,2010,4,0,1,Import,56,Belgium,BEL,0,World,WLD,,,,,,,,3915,"Waste, parings and scrap, of plastics.",8,Weight in kilograms,,,285425894,,285425894,,130035516,,,0
H3,2010,2010,2010,4,0,2,Export,56,Belgium,BEL,0,World,WLD,,,,,,,,3915,"Waste, parings and scrap, of plastics.",8,Weight in kilograms,,,396963159,,396963159,,171066610,,,0
H3,2010,2010,2010,4,0,1,Import,60,Bermuda,BMU,0,World,WLD,,,,,,,,3915,"Waste, parings and scrap, of plastics.",8,Weight in kilograms,,,17537,,17537,,10162,,,6
H3,2010,2010,2010,4,0,1,Import,64,Bhutan,BTN,0,World,WLD,,,,,,,,3915,"Waste, parings and scrap, of plastics.",8,Weight in kilograms,,,179,,179,,769,,,0
H3,2010,2010,2010,4,0,2,Export,64,Bhutan,BTN,0,World,WLD,,,,,,,,3915,"Waste, parings and scrap, of plastics.",8,Weight in kilograms,,,732451,,732451,,132969,,,0
H3,2010,2010,2010,4,0,1,Import,68,Bolivia (Plurinational State of),BOL,0,World,WLD,,,,,,,,3915,"Waste, parings and scrap, of plastics.",8,Weight in kilograms,,,221121,,219480,,100507,,,0
H3,2010,2010,2010,4,0,2,Export,68,Bolivia (Plurinational State of),BOL,0,World,WLD,,,,,,,,3915,"Waste, parings and scrap, of plastics.",8,Weight in kilograms,,,2796555,,3296697,,1086300,,,0
H3,2010,2010,2010,4,0,3,Re-Export,68,Bolivia (Plurinational State of),BOL,0,World,WLD,,,,,,,,3915,"Waste, parings and scrap, of plastics.",1,No Quantity,,,0,,60000,,31100,,,0
H3,2010,2010,2010,4,0,1,Import,70,Bosnia Herzegovina,BIH,0,World,WLD,,,,,,,,3915,"Waste, parings and scrap, of plastics.",8,Weight in kilograms,,,3027990,,3027990,,1251865,,,0
H3,2010,2010,2010,4,0,2,Export,70,Bosnia Herzegovina,BIH,0,World,WLD,,,,,,,,3915,"Waste, parings and scrap, of plastics.",8,Weight in kilograms,,,4265716,,4265716,,1735853,,,0
H3,2010,2010,2010,4,0,1,Import,76,Brazil,BRA,0,World,WLD,,,,,,,,3915,"Waste, parings and scrap, of plastics.",8,Weight in kilograms,,,8091251,,8091251,,3207604,,,0
H3,2010,2010,2010,4,0,2,Export,76,Brazil,BRA,0,World,WLD,,,,,,,,3915,"Waste, parings and scrap, of plastics.",8,Weight in kilograms,,,5473864,,5473864,,4039627,,,6
H3,2010,2010,2010,4,0,1,Import,84,Belize,BLZ,0,World,WLD,,,,,,,,3915,"Waste, parings and scrap, of plastics.",8,Weight in kilograms,,,210351,,210351,,164181,,,0
H3,2010,2010,2010,4,0,1,Import,96,Brunei Darussalam,BRN,0,World,WLD,,,,,,,,3915,"Waste, parings and scrap, of plastics.",8,Weight in kilograms,,,183276,,183276,,106264,,,6
H3,2010,2010,2010,4,0,2,Export,96,Brunei Darussalam,BRN,0,World,WLD,,,,,,,,3915,"Waste, parings and scrap, of plastics.",8,Weight in kilograms,,,80470,,80470,,39854,,,6
H3,2010,2010,2010,4,0,1,Import,100,Bulgaria,BGR,0,World,WLD,,,,,,,,3915,"Waste, parings and scrap, of plastics.",8,Weight in kilograms,,,10889815,,10889815,,2328595,,,0
H3,2010,2010,2010,4,0,2,Export,100,Bulgaria,BGR,0,World,WLD,,,,,,,,3915,"Waste, parings and scrap, of plastics.",8,Weight in kilograms,,,11526376,,11526376,,6169604,,,0
H3,2010,2010,2010,4,0,1,Import,104,Myanmar,MMR,0,World,WLD,,,,,,,,3915,"Waste, parings and scrap, of plastics.",8,Weight in kilograms,,,47500,,47500,,37164,,,0
H3,2010,2010,2010,4,0,1,Import,108,Burundi,BDI,0,World,WLD,,,,,,,,3915,"Waste, parings and scrap, of plastics.",8,Weight in kilograms,,,300,,300,,61,,,0
H3,2010,2010,2010,4,0,1,Import,112,Belarus,BLR,0,World,WLD,,,,,,,,3915,"Waste, parings and scrap, of plastics.",8,Weight in kilograms,,,1774213,,1774213,,312700,,,0
H3,2010,2010,2010,4,0,2,Export,112,Belarus,BLR,0,World,WLD,,,,,,,,3915,"Waste, parings and scrap, of plastics.",8,Weight in kilograms,,,3701639,,3701639,,1306700,,,0
H3,2010,2010,2010,4,0,1,Import,116,Cambodia,KHM,0,World,WLD,,,,,,,,3915,"Waste, parings and scrap, of plastics.",8,Weight in kilograms,,,22463,,22463,,18679,,,0
H3,2010,2010,2010,4,0,2,Export,116,Cambodia,KHM,0,World,WLD,,,,,,,,3915,"Waste, parings and scrap, of plastics.",8,Weight in kilograms,,,1735382,,1735382,,205790,,,0
H3,2010,2010,2010,4,0,1,Import,124,Canada,CAN,0,World,WLD,,,,,,,,3915,"Waste, parings and scrap, of plastics.",8,Weight in kilograms,,,148030525,,148030525,,74555111,,,0
H3,2010,2010,2010,4,0,2,Export,124,Canada,CAN,0,World,WLD,,,,,,,,3915,"Waste, parings and scrap, of plastics.",8,Weight in kilograms,,,190480207,,190480207,,114872951,,,0
H3,2010,2010,2010,4,0,3,Re-Export,124,Canada,CAN,0,World,WLD,,,,,,,,3915,"Waste, parings and scrap, of plastics.",8,Weight in kilograms,,,228458,,228458,,122459,,,0
H3,2010,2010,2010,4,0,4,Re-Import,124,Canada,CAN,0,World,WLD,,,,,,,,3915,"Waste, parings and scrap, of plastics.",8,Weight in kilograms,,,824230,,824230,,566658,,,0
H3,2010,2010,2010,4,0,1,Import,132,Cabo Verde,CPV,0,World,WLD,,,,,,,,3915,"Waste, parings and scrap, of plastics.",8,Weight in kilograms,,,5978,,5978,,9188,,,0
H3,2010,2010,2010,4,0,1,Import,144,Sri Lanka,LKA,0,World,WLD,,,,,,,,3915,"Waste, parings and scrap, of plastics.",8,Weight in kilograms,,,2976703,,2976703,,626715,,,0
H3,2010,2010,2010,4,0,2,Export,144,Sri Lanka,LKA,0,World,WLD,,,,,,,,3915,"Waste, parings and scrap, of plastics.",8,Weight in kilograms,,,1207348,,1207348,,625428,,,0
H3,2010,2010,2010,4,0,1,Import,152,Chile,CHL,0,World,WLD,,,,,,,,3915,"Waste, parings and scrap, of plastics.",8,Weight in kilograms,,,8447104,,8447104,,6327106,,,6
H3,2010,2010,2010,4,0,2,Export,152,Chile,CHL,0,World,WLD,,,,,,,,3915,"Waste, parings and scrap, of plastics.",8,Weight in kilograms,,,13461088,,13461088,,5547609,,,6
H3,2010,2010,2010,4,0,1,Import,156,China,CHN,0,World,WLD,,,,,,,,3915,"Waste, parings and scrap, of plastics.",8,Weight in kilograms,,,8009673596,,8009673596,,5087619436,,,0
H3,2010,2010,2010,4,0,2,Export,156,China,CHN,0,World,WLD,,,,,,,,3915,"Waste, parings and scrap, of plastics.",8,Weight in kilograms,,,25757608,,25757608,,21684547,,,0
H3,2010,2010,2010,4,0,1,Import,170,Colombia,COL,0,World,WLD,,,,,,,,3915,"Waste, parings and scrap, of plastics.",8,Weight in kilograms,,,813644,,813644,,191562,,,0
H3,2010,2010,2010,4,0,2,Export,170,Colombia,COL,0,World,WLD,,,,,,,,3915,"Waste, parings and scrap, of plastics.",8,Weight in kilograms,,,6140965,,6140965,,2596956,,,0
H3,2010,2010,2010,4,0,3,Re-Export,170,Colombia,COL,0,World,WLD,,,,,,,,3915,"Waste, parings and scrap, of plastics.",8,Weight in kilograms,,,43200,,43200,,32379,,,0
H3,2010,2010,2010,4,0,1,Import,188,Costa Rica,CRI,0,World,WLD,,,,,,,,3915,"Waste, parings and scrap, of plastics.",8,Weight in kilograms,,,6628220,,6628220,,2510801,,,0
H3,2010,2010,2010,4,0,2,Export,188,Costa Rica,CRI,0,World,WLD,,,,,,,,3915,"Waste, parings and scrap, of plastics.",8,Weight in kilograms,,,5633147,,5633147,,2321360,,,0
H3,2010,2010,2010,4,0,1,Import,191,Croatia,HRV,0,World,WLD,,,,,,,,3915,"Waste, parings and scrap, of plastics.",8,Weight in kilograms,,,4219341,,4219341,,2155404,,,0
H3,2010,2010,2010,4,0,2,Export,191,Croatia,HRV,0,World,WLD,,,,,,,,3915,"Waste, parings and scrap, of plastics.",8,Weight in kilograms,,,7344317,,7344317,,2885291,,,0
H3,2010,2010,2010,4,0,2,Export,196,Cyprus,CYP,0,World,WLD,,,,,,,,3915,"Waste, parings and scrap, of plastics.",8,Weight in kilograms,,,3033926,,3033926,,816689,,,0
H3,2010,2010,2010,4,0,3,Re-Export,196,Cyprus,CYP,0,World,WLD,,,,,,,,3915,"Waste, parings and scrap, of plastics.",8,Weight in kilograms,,,394898,,394898,,115175,,,0
H3,2010,2010,2010,4,0,1,Import,203,Czechia,CZE,0,World,WLD,,,,,,,,3915,"Waste, parings and scrap, of plastics.",8,Weight in kilograms,,,58554612,,58554612,,5509853,,,0
H3,2010,2010,2010,4,0,2,Export,203,Czechia,CZE,0,World,WLD,,,,,,,,3915,"Waste, parings and scrap, of plastics.",8,Weight in kilograms,,,85408642,,85408642,,38997779,,,0
H3,2010,2010,2010,4,0,1,Import,208,Denmark,DNK,0,World,WLD,,,,,,,,3915,"Waste, parings and scrap, of plastics.",8,Weight in kilograms,,,35495558,,35495558,,18804286,,,0
H3,2010,2010,2010,4,0,2,Export,208,Denmark,DNK,0,World,WLD,,,,,,,,3915,"Waste, parings and scrap, of plastics.",8,Weight in kilograms,,,493555731,,493555731,,21623438,,,0
H3,2010,2010,2010,4,0,2,Export,212,Dominica,DMA,0,World,WLD,,,,,,,,3915,"Waste, parings and scrap, of plastics.",8,Weight in kilograms,,,406,,406,,201,,,6
H3,2010,2010,2010,4,0,3,Re-Export,212,Dominica,DMA,0,World,WLD,,,,,,,,3915,"Waste, parings and scrap, of plastics.",8,Weight in kilograms,,,406,,406,,201,,,6
H3,2010,2010,2010,4,0,1,Import,214,Dominican Rep.,DOM,0,World,WLD,,,,,,,,3915,"Waste, parings and scrap, of plastics.",8,Weight in kilograms,,,1578105,,1578105,,751838,,,6
H3,2010,2010,2010,4,0,2,Export,214,Dominican Rep.,DOM,0,World,WLD,,,,,,,,3915,"Waste, parings and scrap, of plastics.",8,Weight in kilograms,,,14735265,,14735265,,7062788,,,0
H3,2010,2010,2010,4,0,1,Import,218,Ecuador,ECU,0,World,WLD,,,,,,,,3915,"Waste, parings and scrap, of plastics.",8,Weight in kilograms,,,557798,,557798,,605973,,,0
H3,2010,2010,2010,4,0,2,Export,218,Ecuador,ECU,0,World,WLD,,,,,,,,3915,"Waste, parings and scrap, of plastics.",8,Weight in kilograms,,,10035761,,10035761,,6228597,,,0
H3,2010,2010,2010,4,0,1,Import,222,El Salvador,SLV,0,World,WLD,,,,,,,,3915,"Waste, parings and scrap, of plastics.",8,Weight in kilograms,,,4955394,,4955394,,3036168,,,0
H3,2010,2010,2010,4,0,2,Export,222,El Salvador,SLV,0,World,WLD,,,,,,,,3915,"Waste, parings and scrap, of plastics.",8,Weight in kilograms,,,11200763,,11200763,,5357759,,,0
H3,2010,2010,2010,4,0,1,Import,231,Ethiopia,ETH,0,World,WLD,,,,,,,,3915,"Waste, parings and scrap, of plastics.",8,Weight in kilograms,,,375587,,375587,,502971,,,0
H3,2010,2010,2010,4,0,2,Export,231,Ethiopia,ETH,0,World,WLD,,,,,,,,3915,"Waste, parings and scrap, of plastics.",8,Weight in kilograms,,,180925,,180925,,112435,,,0
H3,2010,2010,2010,4,0,1,Import,233,Estonia,EST,0,World,WLD,,,,,,,,3915,"Waste, parings and scrap, of plastics.",8,Weight in kilograms,,,3887788,,3887788,,1710339,,,0
H3,2010,2010,2010,4,0,2,Export,233,Estonia,EST,0,World,WLD,,,,,,,,3915,"Waste, parings and scrap, of plastics.",8,Weight in kilograms,,,15322219,,15322219,,5970050,,,0
H3,2010,2010,2010,4,0,1,Import,242,Fiji,FJI,0,World,WLD,,,,,,,,3915,"Waste, parings and scrap, of plastics.",8,Weight in kilograms,,,16446,,16446,,39881,,,0
H3,2010,2010,2010,4,0,2,Export,242,Fiji,FJI,0,World,WLD,,,,,,,,3915,"Waste, parings and scrap, of plastics.",8,Weight in kilograms,,,674992,,674992,,117302,,,0
H3,2010,2010,2010,4,0,1,Import,246,Finland,FIN,0,World,WLD,,,,,,,,3915,"Waste, parings and scrap, of plastics.",8,Weight in kilograms,,,3036876,,3036876,,1441490,,,6
H3,2010,2010,2010,4,0,2,Export,246,Finland,FIN,0,World,WLD,,,,,,,,3915,"Waste, parings and scrap, of plastics.",8,Weight in kilograms,,,31885752,,31885752,,11199671,,,0
H3,2010,2010,2010,4,0,1,Import,251,France,FRA,0,World,WLD,,,,,,,,3915,"Waste, parings and scrap, of plastics.",8,Weight in kilograms,,,98939700,,98939700,,40164589,,,0
H3,2010,2010,2010,4,0,2,Export,251,France,FRA,0,World,WLD,,,,,,,,3915,"Waste, parings and scrap, of plastics.",8,Weight in kilograms,,,477953800,,477953800,,245182340,,,0
H3,2010,2010,2010,4,0,4,Re-Import,251,France,FRA,0,World,WLD,,,,,,,,3915,"Waste, parings and scrap, of plastics.",8,Weight in kilograms,,,406700,,406700,,180265,,,0
H3,2010,2010,2010,4,0,1,Import,258,French Polynesia,PYF,0,World,WLD,,,,,,,,3915,"Waste, parings and scrap, of plastics.",8,Weight in kilograms,,,291,,291,,1879,,,0
H3,2010,2010,2010,4,0,2,Export,258,French Polynesia,PYF,0,World,WLD,,,,,,,,3915,"Waste, parings and scrap, of plastics.",8,Weight in kilograms,,,229020,,229020,,99722,,,0
